,0
0.0,0.5
0.0033333333333333335,0.49151858277277627
0.006666666666666667,0.5014283236773104
0.01,0.5258272360005146
0.013333333333333334,0.5179094869842908
0.016666666666666666,0.5088481743417809
0.02,0.5393922064188945
0.023333333333333334,0.5349901987280536
0.02666666666666667,0.536448008991245
0.030000000000000002,0.5012673848668462
0.03333333333333333,0.5141627594468595
0.03666666666666667,0.5069657319966113
0.04,0.5134644553017762
0.043333333333333335,0.47439002961990695
0.04666666666666667,0.4244697744489174
0.05,0.4377578428492734
0.05333333333333334,0.39093837956108046
0.05666666666666667,0.38681243519774766
0.060000000000000005,0.3650440266214499
0.06333333333333334,0.35792454362129045
0.06666666666666667,0.3495962102717222
0.07,0.3446187637866945
0.07333333333333333,0.34189330548397434
0.07666666666666667,0.3527684030199769
0.08,0.38937171784031566
0.08333333333333334,0.39571721830484713
0.08666666666666667,0.3940920157575611
0.09000000000000001,0.397742075031101
0.09333333333333334,0.3772101086166072
0.09666666666666668,0.39243289675086757
0.1,0.3515050270198398
0.10333333333333335,0.33581368395765543
0.10666666666666667,0.3211862834118064
0.11,0.3295011731112323
0.11333333333333334,0.3568658529068567
0.11666666666666667,0.3413093323133202
0.12000000000000001,0.3703270210442449
0.12333333333333334,0.34975247518861885
0.12666666666666668,0.3702372242733671
0.13,0.3656121768036378
0.13333333333333333,0.3653504950164161
0.1366666666666667,0.3703799137383405
0.14,0.3629457857301004
0.14333333333333334,0.3474679772870821
0.14666666666666667,0.3429129464825819
0.15000000000000002,0.33057010790835234
0.15333333333333335,0.30813352057402815
0.15666666666666668,0.3222359483617462
0.16,0.31577369861463106
0.16333333333333333,0.3241939468096525
0.16666666666666669,0.29643858137106616
0.17,0.3193990663210565
0.17333333333333334,0.35054667632257774
0.17666666666666667,0.3686382993334403
0.18000000000000002,0.38134743527870557
0.18333333333333335,0.34395927453520914
0.18666666666666668,0.32899996739033016
0.19,0.3200067250915412
0.19333333333333336,0.31994539109235115
0.19666666666666668,0.31493544433041043
0.2,0.2685144855743094
0.20333333333333334,0.28167833253322033
0.2066666666666667,0.273736134690486
0.21000000000000002,0.27341055542226705
0.21333333333333335,0.27619842416228374
0.21666666666666667,0.2597121698067304
0.22,0.2624223579029067
0.22333333333333336,0.2390878486329362
0.22666666666666668,0.233213322868856
0.23,0.24969902921492262
0.23333333333333334,0.232444955144686
0.2366666666666667,0.23823440472119747
0.24000000000000002,0.2106335893287024
0.24333333333333335,0.211994595475476
0.24666666666666667,0.22389155660606266
0.25,0.22763693003343297
0.25333333333333335,0.24674553341604089
0.2566666666666667,0.24756598259418242
0.26,0.22655277395757425
0.26333333333333336,0.2427179502543753
0.26666666666666666,0.2519033056419927
0.27,0.24250568870870717
0.2733333333333334,0.24068871933319172
0.27666666666666667,0.25002327166579513
0.28,0.25497378715596924
0.2833333333333333,0.2474026594562746
0.2866666666666667,0.2551374341558864
0.29000000000000004,0.27633975866092864
0.29333333333333333,0.285604946351727
0.2966666666666667,0.29008400611258256
0.30000000000000004,0.2791404339703937
0.30333333333333334,0.291253356286673
0.3066666666666667,0.2616080702628122
0.31,0.25079344134299614
0.31333333333333335,0.24538099467487795
0.3166666666666667,0.24108768117650548
0.32,0.2640130152562442
0.32333333333333336,0.2673397560779678
0.32666666666666666,0.27696446508352984
0.33,0.2742984362082133
0.33333333333333337,0.29338849058473027
0.33666666666666667,0.31071454140962274
0.34,0.2917160272259113
0.3433333333333334,0.31092017927314963
0.3466666666666667,0.3253758381150944
0.35000000000000003,0.2828678043081527
0.35333333333333333,0.281017556576694
0.3566666666666667,0.2776397261195087
0.36000000000000004,0.2501868483513175
0.36333333333333334,0.24195997277082934
0.3666666666666667,0.24516527514155728
0.37000000000000005,0.24112052706894435
0.37333333333333335,0.2570280930670517
0.3766666666666667,0.2349162219934817
0.38,0.21893741477605627
0.38333333333333336,0.20844835387910277
0.3866666666666667,0.19632784887882937
0.39,0.18714200862383717
0.39333333333333337,0.1756149295858909
0.39666666666666667,0.15733564949834222
0.4,0.1562939343039561
0.4033333333333334,0.16248529189301023
0.4066666666666667,0.1708544893481101
0.41000000000000003,0.17237909558840908
0.4133333333333334,0.16433979468368637
0.4166666666666667,0.18954810002925232
0.42000000000000004,0.1890692779049396
0.42333333333333334,0.20224326347871313
0.4266666666666667,0.20941006921553768
0.43000000000000005,0.2149416992803358
0.43333333333333335,0.23235970458709562
0.4366666666666667,0.21434359975112752
0.44,0.21360976951883673
0.44333333333333336,0.22895817673206026
0.4466666666666667,0.2324413197425316
0.45,0.21800295644971754
0.45333333333333337,0.20866666918335924
0.4566666666666667,0.20489778767370778
0.46,0.2051660924198393
0.4633333333333334,0.18572750657344603
0.4666666666666667,0.18098855176380335
0.47000000000000003,0.21055961572411416
0.4733333333333334,0.21672591675757044
0.4766666666666667,0.2226847010736072
0.48000000000000004,0.20942220925352992
0.48333333333333334,0.21144941291556496
0.4866666666666667,0.20828657832987368
0.49000000000000005,0.200352925268652
0.49333333333333335,0.2153820142531578
0.4966666666666667,0.22148070254210217
0.5,0.22888903596708599
0.5033333333333334,0.22276408014313465
0.5066666666666667,0.21058022307869176
0.51,0.20420348040393238
0.5133333333333334,0.20299295658804886
0.5166666666666667,0.22310098246743162
0.52,0.20891045792953258
0.5233333333333333,0.22439958528710766
0.5266666666666667,0.24630789483124138
0.53,0.23638369369205772
0.5333333333333333,0.21933059275735656
0.5366666666666667,0.2124034709281327
0.54,0.23241686383791454
0.5433333333333333,0.23726511365545644
0.5466666666666667,0.2542111033650441
0.55,0.2637528974730982
0.5533333333333333,0.2840150120108761
0.5566666666666668,0.28265735844749645
0.56,0.29945592782015484
0.5633333333333334,0.31147804976610527
0.5666666666666667,0.31977608305540706
0.5700000000000001,0.3098303424066239
0.5733333333333334,0.29896990123398
0.5766666666666667,0.3182913025860647
0.5800000000000001,0.31022607451701417
0.5833333333333334,0.3131335195537137
0.5866666666666667,0.31154048957071206
0.5900000000000001,0.3144088389180752
0.5933333333333334,0.30116183246051687
0.5966666666666667,0.2798902614626174
0.6000000000000001,0.2594510694968741
0.6033333333333334,0.2572061581425953
0.6066666666666667,0.25205520827573447
0.61,0.25758151415672204
0.6133333333333334,0.2587318165114296
0.6166666666666667,0.2641220985248313
0.62,0.28266230119371827
0.6233333333333334,0.28384289904833726
0.6266666666666667,0.29118047856701834
0.63,0.2903401857806784
0.6333333333333334,0.2726982136342361
0.6366666666666667,0.26120940702326384
0.64,0.26209427082688685
0.6433333333333334,0.26746425955381364
0.6466666666666667,0.26030990700835027
0.65,0.2479463801529873
0.6533333333333333,0.25747691092904046
0.6566666666666667,0.2649385694331548
0.66,0.2674499914292296
0.6633333333333333,0.2636216010933621
0.6666666666666667,0.2747759889700794
0.67,0.2801782141733884
0.6733333333333333,0.29145485954499256
0.6766666666666667,0.3078843716850094
0.68,0.32974660140232714
0.6833333333333333,0.30950033454885434
0.6866666666666668,0.3064708962703822
0.6900000000000001,0.29406123104342563
0.6933333333333334,0.2791643551246036
0.6966666666666667,0.26787023474267824
0.7000000000000001,0.27678169146569886
0.7033333333333334,0.31250337590871236
0.7066666666666667,0.31777460432965376
0.7100000000000001,0.2987757005201605
0.7133333333333334,0.29703192343867363
0.7166666666666667,0.3372713866366657
0.7200000000000001,0.33208962038346135
0.7233333333333334,0.34876293893162646
0.7266666666666667,0.34328221945024123
0.7300000000000001,0.3757124181647025
0.7333333333333334,0.4096979892303906
0.7366666666666667,0.4124532491496578
0.7400000000000001,0.39867234282985353
0.7433333333333334,0.3878492888957756
0.7466666666666667,0.38530043788078694
0.75,0.3828617137967474
0.7533333333333334,0.39800322025260904
0.7566666666666667,0.44176314597736654
0.76,0.4226941216386539
0.7633333333333334,0.41673453741510874
0.7666666666666667,0.42576571545998526
0.77,0.4461585954008557
0.7733333333333334,0.4404721490458481
0.7766666666666667,0.41278383862021756
0.78,0.3569913002485311
0.7833333333333334,0.3593596992127228
0.7866666666666667,0.3538260740671541
0.79,0.35056679164629767
