,Date,Open,High
0,2022-10-18,144.631980780274,145.83483633232342
1,2022-10-19,140.85439591772297,144.09516484314776
2,2022-10-20,142.17655944712342,145.02962908215443
3,2022-10-21,142.02742886267407,146.97807056680443
4,2022-10-24,146.32195253704597,149.34401752752342
5,2022-10-25,149.20485846245998,151.59071384961732
6,2022-10-26,150.06972874670515,151.09365316737305
7,2022-10-27,147.1967799449892,148.17099625023823
8,2022-10-28,147.3260061659938,156.5711636232206
9,2022-10-31,152.256753022807,153.33038561697853
10,2022-11-01,154.16543331735568,154.53324642602882
11,2022-11-02,148.07157822100177,151.2725897845585
12,2022-11-03,141.22221311216924,141.95785449789213
13,2022-11-04,141.4863442652948,142.06388202909318
14,2022-11-07,136.52751065278036,138.55883735297928
15,2022-11-08,139.81350159651424,140.82915740359348
16,2022-11-09,137.91161113901825,137.96140176306002
17,2022-11-10,140.63996153548408,146.24603271484375
18,2022-11-11,145.20050476633057,149.37269118329988
19,2022-11-14,148.3371260080859,149.64155825167242
20,2022-11-15,151.5733191551412,152.9374940695624
21,2022-11-16,148.4964498019785,149.23329630566616
22,2022-11-17,145.80791337597523,150.83646247349148
23,2022-11-18,151.66294888657788,152.05129146714484
24,2022-11-21,149.5220702151217,149.73116955132988
25,2022-11-22,147.50069818193344,149.78096279681515
26,2022-11-23,148.81507941037853,151.18497317327697
27,2022-11-25,147.6799212121765,148.24750693206525
28,2022-11-28,144.52340482763742,146.01703241584943
29,2022-11-29,143.67700718894477,144.19480233115186
30,2022-11-30,140.7992698334425,148.0881788215148
31,2022-12-01,147.5803655873785,148.49645532465777
32,2022-12-02,145.3399211304143,147.37124786153967
33,2022-12-05,147.14223643515055,150.27884828657326
34,2022-12-06,146.44520220755183,146.6742208323492
35,2022-12-07,141.58593718829042,142.76091690562077
36,2022-12-08,141.75521451855485,142.91029015257863
37,2022-12-09,141.73530407628854,144.95159325076776
38,2022-12-12,142.0937557270374,143.88611171452328
39,2022-12-13,148.86488325091187,149.33288777832163
40,2022-12-14,144.73251631608284,146.03694861784805
41,2022-12-15,140.51050508121068,141.1975760976511
42,2022-12-16,136.10929941726744,137.06521252037282
43,2022-12-19,134.5360128336952,134.6256268401695
44,2022-12-20,130.83180791393468,132.68390657976732
45,2022-12-21,132.41504971246266,136.22878034227125
46,2022-12-22,133.7792473500558,133.98834669902533
47,2022-12-23,130.3638109159962,131.85743846800435
48,2022-12-27,130.8218556336214,130.85172696737467
49,2022-12-28,129.1191231110853,130.47334605177156
50,2022-12-29,127.44625154052879,129.92567102156607
51,2022-12-30,127.86447439683816,129.39792526896935
52,2023-01-03,129.72652330947574,130.34388446832745
53,2023-01-04,126.35093598132241,128.113420791726
54,2023-01-05,126.5899053156845,127.22718576788331
55,2023-01-06,125.47467913806167,129.736487781372
56,2023-01-09,129.91572425001743,132.84323665055769
57,2023-01-10,129.70661704560004,130.70236879222546
58,2023-01-11,130.69240810406382,132.94280143282833
59,2023-01-12,133.3112510044813,133.68962634284216
60,2023-01-13,131.46910198410689,134.34682392612416
61,2023-01-17,134.2572028042204,136.70674346427995
62,2023-01-18,136.2387503914665,138.0211391903062
63,2023-01-19,133.51039600808357,135.67117547494067
64,2023-01-20,134.70529315837544,137.43365837527926
65,2023-01-23,137.5332253936084,142.71114659402804
66,2023-01-24,139.71391433089494,142.55181266684798
67,2023-01-25,140.29145909450676,141.82491005655703
68,2023-01-26,142.56176685005863,143.6371804926206
69,2023-01-27,142.55180700066197,146.60450823399475
70,2023-01-30,144.34418196807016,144.93167186054154
71,2023-01-31,142.09376044245727,143.7267925754783
72,2023-02-01,143.35836020889653,145.98714384606762
73,2023-02-02,148.26741891841777,150.5377315309119
74,2023-02-03,147.4011136222281,156.71139750656187
75,2023-02-06,151.92184643028435,152.44959362364636
76,2023-02-07,150.00003731968235,154.57053403217844
77,2023-02-08,153.226277194696,153.92330034925388
78,2023-02-09,153.12670624374203,153.67437275699615
79,2023-02-10,149.05227830908004,150.92713930245992
80,2023-02-13,150.53821499488507,153.8391830914858
81,2023-02-14,151.70501834189514,153.35052634347124
82,2023-02-15,152.69232014892478,155.07579967674903
83,2023-02-16,153.09122860450034,155.9035431207328
84,2023-02-17,151.9343987365603,152.58261946441303
85,2023-02-21,149.79026033202973,150.88726568462775
86,2023-02-22,148.4638847761934,149.54094041307687
87,2023-02-23,149.6805517596547,149.92986976120673
88,2023-02-24,146.70868665446164,146.78847024167726
89,2023-02-27,147.30706088375035,148.76306955200232
90,2023-02-28,146.64885499581445,148.67331599852525
91,2023-03-01,146.429447153159,146.82834985966608
92,2023-03-02,143.98613792997796,146.30978354347994
93,2023-03-03,147.63614731365107,150.69777980573255
94,2023-03-06,153.37045521237906,155.8736176881403
95,2023-03-07,153.28070929438476,153.60981089319313
96,2023-03-08,152.3931385242488,153.05134172504253
97,2023-03-09,153.14108296077163,154.11840524130238
98,2023-03-10,149.8002362524736,150.528240563511
99,2023-03-13,147.40677726716032,152.7222390472905
100,2023-03-14,150.8673126376957,152.9815244880126
101,2023-03-15,150.77756955012714,152.83194761844112
102,2023-03-16,151.7449142739004,156.03318700498858
103,2023-03-17,155.65421930810345,156.31242249596173
104,2023-03-20,154.6469811314396,157.38947921633547
105,2023-03-21,156.89082975182507,158.96514200711806
106,2023-03-22,158.86543566533695,161.69768454709222
107,2023-03-23,158.39671137504916,161.10929239455814
108,2023-03-24,158.42664336848875,159.9026017873032
109,2023-03-27,159.50369610096052,160.33143373884312
110,2023-03-28,157.53905927142972,158.05764497294
111,2023-03-29,158.93524611845635,160.61067112154774
112,2023-03-30,161.08936132876573,162.0267995388688
113,2023-03-31,161.99686889563043,164.5498828247101
114,2023-04-03,163.82187930861286,165.83635783661978
115,2023-04-04,166.14553199962918,166.38486755607673
116,2023-04-05,164.29060048990766,164.59975238594717
117,2023-04-06,161.9868878556693,164.5100000808772
118,2023-04-10,160.97964564439798,161.58798217773438
119,2023-04-11,161.90711805363685,161.91708529562848
120,2023-04-12,160.78019355816653,161.61789838865664
121,2023-04-13,161.18908093947846,165.3477034233356
122,2023-04-14,164.14100409752754,165.86629571131851
123,2023-04-17,164.63963362494738,164.93881827346286
124,2023-04-18,165.64689859925232,166.95332258949836
125,2023-04-19,165.3477196958388,167.70128249571766
126,2023-04-20,165.6369036471401,167.4120465985471
127,2023-04-21,164.5997564219433,165.99593121802175
128,2023-04-24,164.54988095597378,165.1482502463153
129,2023-04-25,164.73936662300179,165.85630641051569
130,2023-04-26,162.61517555853104,164.82912069314364
131,2023-04-27,164.73937477582913,168.10017676383075
132,2023-04-28,168.03037633025767,169.38666695235054
133,2023-05-01,168.81821320825165,169.98501969314412
134,2023-05-02,169.62599009081742,169.8852905486751
135,2023-05-03,169.03760523848953,170.4537296628055
136,2023-05-04,164.44018404024763,166.58431281295654
137,2023-05-05,170.51356574360037,173.82451615472047
138,2023-05-08,172.00946594700244,173.37573890010384
139,2023-05-09,172.57792910959586,173.06658266892038
140,2023-05-10,172.54801238745625,173.5552516683105
141,2023-05-11,173.3757495258057,174.1137210933773
142,2023-05-12,173.38585205810793,173.82526111441723
143,2023-05-15,172.92649337143334,172.97642899291336
144,2023-05-16,171.75807297221974,172.90651607519888
145,2023-05-17,171.47844864012495,172.69678940031352
146,2023-05-18,172.76669586509925,175.00368053431094
147,2023-05-19,176.15213466613238,176.15213466613238
148,2023-05-22,173.74536810250643,174.47439460355938
149,2023-05-23,172.89653392147025,173.14619678903398
150,2023-05-24,170.85927252265486,172.18748077662556
151,2023-05-25,172.1774942175649,173.66547507432603
152,2023-05-26,173.0862804330217,175.5329734916611
153,2023-05-30,176.72136000532853,178.74862114612722
154,2023-05-31,177.09086501462403,179.1081452280656
155,2023-06-01,177.4603610755877,179.8770957758611
156,2023-06-02,180.78587233883144,181.53486093281265
157,2023-06-05,182.38371956627464,184.70058301118783
158,2023-06-06,179.72730764994537,179.8770992763065
159,2023-06-07,178.1993591903379,180.96562784957044
160,2023-06-08,177.66007963684837,180.59611721859605
161,2023-06-09,181.2552379779913,181.9842492689996
162,2023-06-12,181.02555407254602,183.64201601648324
163,2023-06-13,182.55348317700447,183.90165345516425
164,2023-06-14,183.12271513340767,184.14134389926085
165,2023-06-15,183.71193194142057,186.2684772778539
166,2023-06-16,186.47818046053334,186.73783958924915
167,2023-06-20,184.16131632379705,185.84903970115826
168,2023-06-21,184.65064889376922,185.15997089092158
169,2023-06-22,183.49221980695384,186.79775361246232
170,2023-06-23,185.29977218365863,187.30705603211652
171,2023-06-26,186.57805067120458,187.79640664906898
172,2023-06-27,185.6393095002511,188.13593801859233
173,2023-06-28,187.67655430359167,189.6438988227461
174,2023-06-29,188.8250133272047,189.81368372402295
175,2023-06-30,191.37157910228686,194.21772654519862
176,2023-07-03,193.5186819964897,193.6185532394759
177,2023-07-05,191.31165753166727,192.71974443580936
178,2023-07-06,189.58398600748745,191.7610540739458
179,2023-07-07,191.15187809400885,192.41017343783523
180,2023-07-10,189.00476920703125,189.73379574192612
181,2023-07-11,188.90491565505894,189.04472625128065
182,2023-07-12,189.42419365364324,191.441473784721
183,2023-07-13,190.24309592624593,190.9321678456674
184,2023-07-14,189.97345970082588,190.92217552386194
185,2023-07-17,191.64120051550955,194.05795035034717
186,2023-07-18,193.08925756474935,194.06793168667224
187,2023-07-19,192.8395959568793,197.9626673970187
188,2023-07-20,194.82690085187127,196.20504468049253
189,2023-07-21,193.83825845755914,194.70708036935375
190,2023-07-24,193.14918014091884,194.64715731234548
191,2023-07-25,193.06928450628936,194.1777882129691
192,2023-07-26,193.40881890786576,195.3761634266119
193,2023-07-27,195.7556538787222,196.93405522952818
194,2023-07-28,194.40747861366464,196.36484218736788
195,2023-07-31,195.7956003974655,196.22502844384556
196,2023-08-01,195.97536194162956,196.4646913894564
197,2023-08-02,194.77697126423078,194.9167818571001
198,2023-08-03,191.31167066124877,192.1105796518531
199,2023-08-04,185.26982153434236,187.1273138435141
200,2023-08-07,181.88438582414773,182.88303723219647
201,2023-08-08,179.44767337070667,180.02689301408918
202,2023-08-09,180.6260856437818,180.68600229358296
203,2023-08-10,179.23795389693723,180.50624547624963
204,2023-08-11,177.32000732421875,178.6199951171875
205,2023-08-14,177.97000122070312,179.69000244140625
206,2023-08-15,178.8800048828125,179.47999572753906
207,2023-08-16,177.1300048828125,178.5399932861328
208,2023-08-17,177.13999938964844,177.50999450683594
209,2023-08-18,172.3000030517578,175.10000610351562
210,2023-08-21,175.07000732421875,176.1300048828125
211,2023-08-22,177.05999755859375,177.67999267578125
212,2023-08-23,178.52000427246094,181.5500030517578
213,2023-08-24,180.6699981689453,181.10000610351562
214,2023-08-25,177.3800048828125,179.14999389648438
215,2023-08-28,180.08999633789062,180.58999633789062
216,2023-08-29,179.6999969482422,184.89999389648438
217,2023-08-30,184.94000244140625,187.85000610351562
218,2023-08-31,187.83999633789062,189.1199951171875
219,2023-09-01,189.49000549316406,189.9199981689453
220,2023-09-05,188.27999877929688,189.97999572753906
221,2023-09-06,188.39999389648438,188.85000610351562
222,2023-09-07,175.17999267578125,178.2100067138672
223,2023-09-08,178.35000610351562,180.24000549316406
224,2023-09-11,180.07000732421875,180.3000030517578
225,2023-09-12,179.49000549316406,180.1300048828125
226,2023-09-13,176.50999450683594,177.3000030517578
227,2023-09-14,174.0,176.10000610351562
228,2023-09-15,176.47999572753906,176.5
229,2023-09-18,176.47999572753906,179.3800048828125
230,2023-09-19,177.52000427246094,179.6300048828125
231,2023-09-20,179.25999450683594,179.6999969482422
232,2023-09-21,174.5500030517578,176.3000030517578
233,2023-09-22,174.6699981689453,177.0800018310547
234,2023-09-25,174.1999969482422,176.97000122070312
235,2023-09-26,174.82000732421875,175.1999969482422
236,2023-09-27,172.6199951171875,173.0399932861328
237,2023-09-28,169.33999633789062,172.02999877929688
238,2023-09-29,172.02000427246094,173.07000732421875
239,2023-10-02,171.22000122070312,174.3000030517578
240,2023-10-03,172.25999450683594,173.6300048828125
241,2023-10-04,171.08999633789062,174.2100067138672
242,2023-10-05,173.7899932861328,175.4499969482422
243,2023-10-06,173.8000030517578,177.99000549316406
244,2023-10-09,176.80999755859375,179.0500030517578
245,2023-10-10,178.10000610351562,179.72000122070312
246,2023-10-11,178.1999969482422,179.85000610351562
247,2023-10-12,180.07000732421875,182.33999633789062
248,2023-10-13,181.4199981689453,181.92999267578125
249,2023-10-16,176.75,179.0800018310547
250,2023-10-17,176.64999389648438,178.4199981689453
marobuzu,0,0.0,0.0
